"Stooge Sort (1000000)" 13086788.300000
"Stooge Sort (100000)" 65564.809383
"Bubble Sort (1000000)" 1383.421400
"Stooge Sort (10000)" 130.867883
"Bubble Sort (100000)" 13.834214
"Bubble Sort (10000)" 0.115973
"Quick Sort (1000000)" 0.091054
"Quick Sort (100000)" 0.008179
"Quick Sort (10000)" 0.000666
"Radix Sort (10000)" 0.000399
